,Artist,Total Views,Total de Inscritos,Avg
1,Bad Bunny,"27,573.4",6600.0,14.55
0,BTS,"27,947.9",6300.0,7.37
18,Marília Mendonça,"16,515.8",5300.0,6.40
7,Ozuna,"22,524.8",4900.0,4.93
5,Shakira,"23,961.8",4300.0,7.84
10,Daddy Yankee,"20,485.2",4100.0,4.54
3,Ed Sheeran,"26,894.0",3900.0,4.61
8,Eminem,"20,937.7",3800.0,5.84
4,Taylor Swift,"24,350.0",3800.0,5.72
31,Chris Brown,"13,165.0",3700.0,3.84
